"","id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
"81",81,"woman",1991,"nf_rel","yes","Bielany",3,"no","no","<=highschool+tech","soc/beh","full","yes","full","office/service","<=med","<=med","<=med",2,4,"no_car","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",0,6,3,4,6,2,2,7,6,4,6,3,1,3,2.97368421052632,3,7,3,"not_often",6,6,7,5,2,6,5,2,6,2,"few","not_often",4,1,4,5,6,4,4,2,6,5,"few","not_often",6,6,7,5,3,4,1,5,4,6,2.77777777777778,3.12025316455696,4,1,4,4,5,"everyday",4,1,3,4,4,1,3,5,2,5,7,2,7,5,"often","not_often","often","sometimes","not_often","not_often","not_often",2,4,"regularly","ind","hundreds","hundreds+","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,0,2,4,4,0,1,2,1,4,4,4,0,4,2,0,4,4,2,4,4,4,4,4,5,1,1,5,2,5,5,5,4,3,2,4,3,2,4,1,1,4,4,5,1,2,4,2,4,1,1,23,"pro","high:mng/pro/self","2-3","mid/high"
"82",82,"woman",1991,"nf_rel","yes","Bielany",4,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","educ","high","high","don't_know",2,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,4,4,5,4,1,7,7,4,4,4,4,4,4,4,4,4,"not_often",3,6,4,6,4,4,4,4,5,7,"few","not_often",3,3,5,2,6,3,4,2,6,4,"few","not_often",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"not_everyday",4,4,7,2,2,5,2,4,4,7,5,6,6,5,"often","not_often","not_often","not_often","sometimes","sometimes","not_often",3,3,"sometimes","ind","tens","tens","few",1,0,0,1,1,1,0,0,1,0,0,1,0,0,4,0,2,0,4,3,4,4,3,4,3,0,4,3,3,2,3,4,2,3,3,4,4,3,2,3,4,3,0,4,3,2,4,2,2,3,2,5,5,3,5,2,1,1,4,1,2,5,1,5,3,3,4,1,4,1,4,23,"pro","high:mng/pro/self","2-3","mid/high"
"83",83,"man",1989,"nf_rel","yes","Białołęka",6,"no","no","MA+","law/biz/menag","full","no","no_job",NA,"high","high","high",1,4,"no_car","other","rent","tv","pc","no_tablet","everyday","no_blog/web",3,4,1,7,1,7,1,7,7,5,5,5,4,6,2.97368421052632,4.13609467455621,7,1,"often",1,7,5,7,7,2,5,7,7,1,"few","often",4,7,4,4,4,4,1,6,7,4,"few","often",7,7,1,1,7,4,1,5,4,7,4,4,4,4,4,4,4,"everyday",1,1,5,1,1,1,1,1,1,7,6,7,5,1,"not_often","not_often","not_often","sometimes","not_often","not_often","never",1,1,"rarely/never",NA,"tens","few/zero","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,4,4,0,3,4,0,3,0,3,0,4,4,0,4,0,2,0,3,0,4,4,0,0,0,5,1,1,1,1,3,5,3,5,3,5,1,2,4,5,3,NA,5,2,5,4,5,5,1,5,3,5,25,NA,NA,"1-2","low"
"84",84,"woman",1992,"nf_rel","yes","Żoliborz",6,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","high",0,5,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,6,6,6,6,3,3,7,6,5,6,6,2,5,2.97368421052632,5,4,6,"not_often",NA,3,6,2,4,5,3,5,5,6,"many","often",5,2,4,2,5,5,2,5,6,4,"many","often",6,6,6,5,3,6,4,6,5,7,2.77777777777778,3.12025316455696,5,5,6,5,6,"everyday",6,2,5,5,5,6,3,5,6,5,4,4,5,6,"not_often","not_often","not_often","not_often","sometimes","not_often","not_often",4,2,"regularly","ind","hundreds","few/zero","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,3,2,4,2,2,4,2,2,4,4,4,3,4,1,3,4,3,1,3,4,4,4,4,5,1,1,3,4,4,4,4,4,1,5,2,1,2,5,1,2,4,4,5,1,2,5,1,5,1,4,22,NA,NA,"0-1","low"
"85",85,"man",1989,"single","yes","Śródmieście",7,"no","no","BA","human/lang","full","no","no_job",NA,"high","high","don't_know",0,2,"no_car","apartment","other","no_tv","pc","tablet","everyday","blog/web",0,5,2,4,3,3,1,5,4,4,4,4,1,4,2,2,3,2,"often",6,5,6,5,4,2,2,6,4,5,"many","often",2,3,1,1,7,5,2,3,6,5,"few","often",6,7,7,6,3,6,1,4,4,5,1,2,6,2,3,4,4,"everyday",5,1,2,6,7,3,4,4,7,3,3,2,6,4,"not_often","not_often","often","often","not_often","not_often","never",1,1,"regularly","run","tens","few/zero","none",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,3,2,4,0,1,1,4,3,2,2,2,2,0,1,0,2,0,0,0,0,0,0,2,1,4,2,2,3,2,2,5,1,5,3,1,1,4,1,1,2,1,4,4,3,3,1,4,1,5,25,NA,NA,"0-1","low"
"86",86,"woman",1995,"single","yes","Wola",19,"no","no","<=highschool+tech",NA,"full","no","no_job",NA,"<=med","high","don't_know",0,3,"no_car","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",3,5,2,7,5,4,2,7,4,6,5,6,4,4,2.97368421052632,4,4,1,"not_often",5,3,7,5,5,5,5,5,6,1,"few","not_often",3,5,5,7,7,2,4,5,7,4,"many","often",7,4,5,5,4,5,2,7,3,7,2.77777777777778,4,7,4,4,3,4,"everyday",4,6,5,4,3,1,1,4,1,2,7,5,6,7,"not_often","not_often","not_often","not_often","not_often","not_often","never",1,2,"rarely/never",NA,"tens","hundreds+","few",0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,4,0,2,4,0,2,2,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,3,3,3,3,5,2,1,5,4,5,5,5,5,2,1,4,2,3,3,3,2,5,5,3,1,3,4,4,4,1,2,19,NA,NA,"0-1","low"
"87",87,"woman",1991,"nf_rel","yes","Żoliborz",15,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"<=med","high","high",1,3,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",0,5,1,3,4,3,4,7,7,5,6,3,1,4,2.97368421052632,2,3,1,"not_often",7,5,7,5,6,5,3,5,7,4,"many","not_often",6,3,4,6,7,6,2,4,2,2,"few","not_often",4,6,4,3,6,6,1,4,4,4,4,4,4,4,4,4,4,"everyday",4,3,4,5,5,5,5,5,5,4,5,4,4,7,"not_often","not_often","not_often","not_often","not_often","sometimes","never",1,1,"sometimes","ind","tens","tens","none",1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,3,3,3,3,0,4,2,4,1,4,4,3,4,4,4,4,4,2,4,4,3,0,4,4,4,4,4,5,1,1,5,5,4,5,5,4,2,4,1,1,1,5,1,1,5,3,1,4,3,5,2,5,2,4,23,NA,NA,"1-2","low"
"88",88,"woman",1992,"single","yes","Ursynów",4,"no","no","<=highschool+tech","human/lang","full","no","no_job",NA,"<=med","<=med","don't_know",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,3,2,1,2,3,6,6,4,2,"many","often",7,2,2,6,6,6,5,1,6,2,"many","not_often",4,5,5,1,1,1,1,1,3.63265306122449,4,2.77777777777778,3.12025316455696,1,1,1,1,7,"everyday",3,1,1,1,7,1,1,5,7,4,5,1,6,5,"often","not_often","often","sometimes","not_often","not_often","not_often",2,1,"regularly","ind","tens","tens","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,4,2,2,3,4,2,1,4,4,4,0,4,2,4,0,0,0,4,0,4,4,0,0,4,4,1,2,2,3,3,3,4,4,2,4,3,2,2,5,1,1,4,1,5,2,4,5,3,5,1,5,22,NA,NA,"1-2","low"
"89",89,"man",1990,"nf_rel","yes","",25,"no","yes","<=highschool+tech","soc/beh","full","yes","flexible",NA,"<=med","high","<=med",NA,4,"no_car","other","family","tv","pc","no_tablet","everyday","no_blog/web",1,1,5,4,1,4,1,7,6,1,1,1,1,1,2.97368421052632,4.13609467455621,1,1,"not_often",6,3,7,7,5,5,6,7,5,4,"few","often",7,7,3,7,3,1,7,4,7,7,"many","not_often",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"everyday",1,7,7,1,7,7,7,7,7,7,1,7,7,7,"often","not_often","not_often","sometimes","sometimes","not_often","not_often",3,3,"regularly","ind","hundreds","hundreds+","many",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,4,0,1,4,4,0,0,0,1,4,4,4,0,4,0,4,4,4,0,4,4,4,4,4,3,1,4,4,3,3,4,4,4,4,3,2,4,1,4,1,4,3,1,1,3,4,4,1,3,3,5,24,NA,NA,NA,NA
"90",90,"woman",1983,"single","yes","Bielany",31,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","culture/NGO","<=med","high","<=med",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_often",4,5,5,3,6,6,6,1,6,2,"many","often",3,5,5,6,5,7,6,2,6,7,"few","not_often",6,6,6,2,3,2,1,5,2,5,2,2,2,2,4,4,6,"everyday",7,1,5,1,6,5,1,6,4,6,6,5,6,4,"often","not_often","often","sometimes",NA,"sometimes","not_often",5,3,"regularly","ind","tens","tens","few",1,0,0,1,0,1,0,0,1,0,0,1,1,0,4,2,4,4,3,3,4,3,4,4,4,2,4,3,4,2,4,4,3,4,3,3,4,4,2,4,4,4,3,4,3,1,3,4,4,3,4,4,4,4,4,3,2,3,4,2,3,4,1,3,3,3,4,2,4,2,3,31,"pro","high:mng/pro/self","1-2","low"
"91",91,"woman",1992,"single","yes","Żoliborz",22,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","<=med",1,5,"1car+","apartment","family","tv","pc","tablet","everyday","no_blog/web",3,5,2,5,1,3,3,7,6,6,6,3,4,5,6,2,6,1,"often",5,3,5,5,7,2,3,7,6,7,"many","often",3,6,3,6,5,1,7,7,7,4,"many","not_often",3,5,5,6,4,4,2,2,4,1,2.77777777777778,7,2,7,2,2,4.36612021857924,"everyday",5,5,5,5,7,1,2,1,2,1,6,1,1,7,"not_often","not_often","not_often","not_often","not_often","not_often","not_often",3,1,"rarely/never","run","hundreds","hundreds+","many",1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,4,4,1,4,1,2,4,4,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,2,5,3,5,5,3,4,3,2,2,2,2,2,1,4,5,1,1,1,3,4,2,5,1,2,22,NA,NA,"1-2","low"
"93",93,"woman",1990,"nf_rel","yes","Wawer",19,"no","yes","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","<=med","high",0,4,"no_car","other","family","tv","pc","no_tablet","everyday","no_blog/web",0,2,1,4,4,4,1,4,4,4,4,4,1,4,2.97368421052632,4.13609467455621,3,2,"not_often",7,3,4,4,4,1,4,4,4,3,"many","often",4,4,2,6,5,1,3,2,5,3,"many","often",5,4,2,6,4,4,1,6,3,3,2.77777777777778,3.12025316455696,4,4,4,7,4,"everyday",5,3,2,5,6,2,4,6,1,4,2,5,5,4,"not_often","not_often","not_often","not_often","often","not_often","never",1,1,"regularly","run","hundreds","tens","many",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,2,4,4,4,2,1,2,2,4,4,4,0,4,0,4,3,4,0,4,4,4,4,4,5,2,1,5,4,5,5,3,4,2,2,1,4,5,5,1,5,4,5,1,1,2,5,1,4,2,2,24,NA,NA,"0-1","low"
"94",94,"man",1979,"single","yes","Białołęka",10,"no","no","MA+","soc/beh","partial","yes","full",NA,"<=med","<=med","<=med",4,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,5,1,4,2,5,1,6,6,4,4,4,4,4,4,7,1,1,"not_often",5,4,5,2,2,1,1,6,5,5,"few","not_often",2,5,2,2,3,2,2,5,2,2,"few","not_often",2,4,2,5,5,4,1,4,3,3,3,3,4,3,3,5,4,"everyday",4,2,4,4,7,4,6,4,4,7,4,5,6,4,"not_often","not_often","not_often","not_often","sometimes","sometimes","never",1,1,"rarely/never",NA,"hundreds","tens","few",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,2,1,3,2,4,3,4,3,4,1,0,2,3,3,1,4,0,3,1,4,4,4,0,4,3,4,0,3,2,2,2,3,3,3,4,3,4,2,3,1,4,3,4,1,2,3,2,5,3,4,4,3,3,2,4,35,NA,NA,"4-5","mid/high"
"95",95,"man",1984,"single","yes","Ursynów",6,"no","no","MA+","human/lang","partial","yes","full","office/service","<=med","<=med","high",NA,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",5,5,1,6,3,6,1,6,4,4,4,4,3,4,2.97368421052632,4.13609467455621,3.84357541899441,3.10285714285714,"not_often",1,2,1,1,5,4,1,6,6,6,"few","often",1,6,6,2,3,4,1,7,3,5,"few","not_often",2,2,4,5,5,5,1,4,4,4.84183673469388,2.77777777777778,3.12025316455696,4,4,4,4,4.36612021857924,"not_everyday",2,1,2,1,2,1,1,2,1,2,6,4,5,5,"not_often","not_often","not_often","not_often","not_often","not_often","never",1,1,"sometimes","ind","hundreds","few/zero","many",1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,4,4,4,4,4,0,4,3,0,4,0,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,1,1,5,5,5,5,5,5,2,2,1,4,5,5,1,5,5,5,5,1,2,4,4,5,1,2,30,"manager","high:mng/pro/self",NA,NA
"98",98,"woman",1991,"nf_rel","yes","Bielany",23,"no","yes","BA","soc/beh","full","yes","flexible","art/design","high","high","high",3,4,"1car+","apartment","own","tv","pc","tablet","everyday","blog/web",3,2,3,5,3,3,1,6,6,4,4,3,1,5,NA,5,5,3,"not_often",3,3,5,6,6,2,3,5,3,3,"few","often",7,5,3,7,6,1,7,5,7,2,"many","often",6,6,6,1,4,4,1,5,5,5,2,3,6,2,6,6,7,"everyday",5,5,5,2,4,2,2,7,2,6,2,2,6,7,"often","often","often","often","not_often","not_often","often",3,1,"regularly","ind","hundreds","hundreds+","many",1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,3,3,4,4,1,4,2,4,4,4,4,4,4,2,3,4,4,3,4,4,4,4,4,NA,1,1,5,4,4,5,5,4,3,3,5,5,3,4,1,5,4,3,4,2,4,5,2,5,2,4,23,"pro","high:mng/pro/self","3-4","mid/high"
"100",100,"woman",1993,"nf_rel","yes","Bemowo",22,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","don't_know",1,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","blog/web",1,4,1,1,5,4,1,6,6,5,6,1,1,2,3,3,3,1,"not_often",6,5,7,4,2,4,2,2,5,7,"few","often",5,1,5,5,5,1,7,1,6,5,"many","not_often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"everyday",2,2,5,1,1,2,1,4,4,6,2,5,5,7,"not_often","not_often","not_often","sometimes","sometimes","not_often","not_often",1,1,"sometimes","ind","hundreds","tens","many",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,3,2,2,0,2,4,4,0,3,1,2,4,3,4,0,4,0,0,4,4,3,4,4,4,4,4,5,1,1,5,4,5,5,5,5,4,4,5,4,2,5,1,5,4,4,1,1,4,4,2,4,1,4,21,NA,NA,"1-2","low"
"101",101,"woman",1991,"single","yes","Mokotów",23,"no","no","BA","human/lang","full","no","no_job",NA,"don't_know","high","<=med",NA,3,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",0,4,1,4,4,6,1,7,7,2,2,4,1,5,1,5,5,4,"not_often",7,3,7,5,3,1,6,5,6,6,"many","often",6,2,7,7,4,4,7,3,5,7,"many","often",5,4,3,6,5,7,1,3,6,5,1,4,6,1,2,5,4,"everyday",7,4,5,1,6,2,1,5,1,6,4,4,6,7,"often","not_often","often","sometimes","sometimes","not_often","never",1,1,"rarely/never","ind","hundreds","hundreds+","none",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,3,0,0,2,4,4,2,0,4,4,4,3,4,3,4,3,4,4,4,1,4,4,4,0,4,2,3,1,5,5,5,5,5,4,1,2,5,3,2,5,1,5,5,2,2,2,1,4,1,5,1,4,23,NA,NA,NA,NA
"102",102,"woman",1993,"single","yes","Mokotów",3,"no","yes","<=highschool+tech","soc/beh","full","yes","flexible","culture/NGO","high","high","high",1,2,"no_car","other","rent","tv","pc","no_tablet","everyday","no_blog/web",5,5,5,6,4,4,1,6,6,5,6,6,1,7,2.97368421052632,7,5,7,"often",6,6,6,6,7,5,6,7,6,6,"many","often",5,7,7,5,6,5,7,5,6,7,"many","not_often",5,3,5,4,3,5,1,6,2,7,2,3.12025316455696,4,1,5,6,4,"everyday",4,5,5,4,4,4,1,4,1,5,5,3,5,6,"often","often","not_often","often","not_often","often","often",5,3,"regularly","ind","hundreds","hundreds+","many",1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,2,4,4,4,4,1,3,4,4,3,4,4,4,4,3,4,3,3,3,2,4,4,3,4,4,3,4,4,4,1,1,4,4,4,2,4,3,4,4,4,2,1,5,1,1,5,2,5,3,2,5,2,4,1,4,21,"serv/sales","low:phys/sale/serv/assoc_pro","1-2","low"
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,"woman",1992,"single","yes","Ursynów",3,"no","no","<=highschool+tech","human/lang","full","yes","flexible","educ","high","high","<=med",0,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,1,1,4,6,3,1,6,7,5,5,1,1,5,4,4,1,1,"often",7,4,6,4,4,4,4,4,4,4,NA,"often",6,4,4,7,7,1,6,3,5,6,"many","often",6,7,6,7,5,6,1,5,5,4,1,1,5,1,5,7,3,"everyday",6,1,6,1,3,5,1,4,2,6,2,6,5,6,"often","not_often","often","often","often","sometimes","never",1,1,"sometimes","ind","tens","tens","none",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,4,4,4,4,1,4,3,0,1,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,4,1,1,3,4,1,5,1,1,1,2,1,1,2,1,4,4,1,3,1,4,2,5,22,"pro","high:mng/pro/self","0-1","low"
"106",106,"woman",1990,"nf_rel","yes","Ursus",5,"no","no","<=highschool+tech","soc/beh","full","yes","flexible","culture/NGO","<=med","high","<=med",0,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,6,1,5,7,2,4,7,6,5,6,3,1,5,2.97368421052632,1,6,1,"often",6,7,5,3,6,1,1,7,3,7,"many","often",6,6,3,6,7,1,5,4,7,3,"few","often",3,5,6,7,2,6,1,4,3.63265306122449,3,2.77777777777778,3.12025316455696,7,3.01123595505618,3,7,4.36612021857924,"everyday",6,7,7,3,4,1,2,5,3,5,3,5,5,6,"not_often","not_often","not_often","sometimes","sometimes","not_often","never",1,1,"rarely/never","ind","hundreds","tens","few",0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2,4,2,4,4,4,2,2,2,1,3,1,2,4,4,4,4,4,2,3,1,4,2,4,3,4,3,3,3,1,2,4,3,4,3,2,4,2,4,2,2,3,3,1,1,4,1,3,1,1,4,3,5,1,4,24,"cler_sup","low:phys/sale/serv/assoc_pro","0-1","low"
"107",107,"woman",1991,"nf_rel","yes","Mokotów",4,"no","no","<=highschool+tech","soc/beh","full","no","no_job",NA,"high","high","high",2,4,"no_car","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_often",6,7,2,5,1,6,4,4,6,4,"few","not_often",7,2,1,3,6,2,5,4,4,7,"few","not_often",2,4,1,7,4,4,1,2,1,3,1,1,4,1,2,7,4,"not_everyday",4,7,5,1,3,3,1,4,4,6,3,5,6,6,"often","not_often","often","sometimes","sometimes","not_often","never",1,1,"rarely/never",NA,"hundreds","hundreds+","few",0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,4,0,4,4,2,2,2,4,4,0,3,0,2,4,4,4,3,0,0,0,4,4,4,4,4,4,0,4,5,2,4,2,1,1,2,4,5,5,5,3,2,1,3,1,5,4,1,4,5,1,3,1,5,1,5,23,NA,NA,"2-3","mid/high"
"108",108,"woman",1987,"single","yes","Targówek",27,"no","no","<=highschool+tech",NA,"full","no","no_job",NA,"<=med","<=med","don't_know",0,1,"no_car","apartment","other","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,1,1,6,1,3,6,6,4,4,4,4,4,4,4,4,4,"not_often",1,4,1,2,7,1,2,4,5,5,"few","not_often",4,7,6,1,4,4,1,6,4,4,"few","not_often",4,2,2,2,2,2,1,4,4,4,2.77777777777778,3.12025316455696,4,4,4,4.26666666666667,4,"everyday",4,7,1,1,5,3,1,4,5,1,3,4,5,7,"not_often","not_often","not_often","not_often","not_often","not_often","never",1,1,"rarely/never",NA,"tens","tens","none",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,3,4,0,0,0,0,0,4,0,2,0,0,0,4,1,1,5,4,2,3,3,1,5,5,3,4,4,1,4,1,5,4,1,1,5,5,3,1,3,2,5,27,NA,NA,"0-1","low"
"109",109,"man",1989,"single","yes","Praga Południe",25,"no","no","MA+","soc/beh","full","yes","flexible",NA,"high","high","<=med",2,4,"no_car","apartment","rent","no_tv","pc","tablet","everyday","no_blog/web",3,2,3,7,7,6,1,5,3,6,6,5,4,6,2.97368421052632,4,3.84357541899441,4,"not_often",3,5,6,5,5,3,3,6,7,6,"few","often",6,5,5,4,6,2,2,6,5,7,"many","often",5,5,4,5,6,7,5,4,5,4,1,4,6,3,3,5,4,"everyday",6,3,5,5,7,6,4,3,6,6,5,5,3,7,"often","not_often","not_often","sometimes","sometimes","not_often","not_often",2,2,"sometimes","ind","tens","tens","none",1,0,1,1,1,1,0,0,1,0,0,0,0,0,4,3,3,4,4,3,2,3,1,4,4,2,4,4,4,4,2,3,2,2,2,3,2,4,4,3,3,3,4,3,4,1,2,5,5,4,4,4,5,3,4,4,4,4,5,2,5,4,3,3,4,3,2,4,4,2,4,25,"pro","high:mng/pro/self","2-3","mid/high"
"110",110,"woman",1987,"nf_rel","yes","Śródmieście",8,"no","no","MA+","human/lang","partial","yes","flexible","high_serv","high","high","high",3,4,"1car+","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",3,1,4,6,7,5,1,7,7,5,4,3,1,5,2.97368421052632,5,2,2,"not_often",4,7,6,7,7,1,3,5,6,6,"few","often",5,7,6,6,6,4,3,5,7,6,"many","not_often",6,7,3,4,5,5,1,4,5,5,2.77777777777778,3.12025316455696,6,3.01123595505618,4,4,4,"everyday",4,5,6,1,5,1,4,6,1,4,4,6,7,7,"not_often","not_often","not_often","sometimes","sometimes","not_often","often",3,3,"regularly","rival","hundreds","hundreds+","many",1,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,4,4,4,4,4,2,2,4,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,5,2,4,4,4,2,5,1,2,5,2,5,3,3,4,1,5,2,4,27,"pro","high:mng/pro/self","3-4","mid/high"
