"id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
191,"woman",1992,"single","yes","Praga Południe",2,"no","no","<=highschool+tech","STEM/med","fl_edu","yes","flexible","serv/sales","high","high","high",0,3,"no_car","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",1,6,1,4,2,3,2,2,5,6,6,6,1,7,2.98347107438017,3,6,1,"sometimes",4,4,1,1,5,4,7,7,5,5,1,"rarely",1,5,5,1,3,3,2,5,4,2,2,"sometimes",4,4,5,2,6,6,1,7,4,5,2,3.14792899408284,7,6,4,1,4,"everyday",3,5,1,6,2,5,3,1,2,3,6,6,1,7,"rarely","rarely","sometimes","rarely","sometimes","sometimes","never",1,1,"never",NA,"tens","few","few",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,3,4,3,0,4,4,0,4,3,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,3,1,2,1,1,3,2,4,4,"3","5","1","1","1","5","1","1","4","1","5","5","5","4","1","4","3","5",22,"serv/sales","low:phys/sale/serv/assoc_pro","0-1","low"
192,"woman",1992,"nf_rel","yes","Śródmieście",2,"no","no","BA","human/lang","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1.94240837696335,5,2.98347107438017,4.13812154696133,5,3,"sometimes",5,5,6,4,5,5,2,6,6,5,3,"sometimes",5,3,5,6,6,6,7,6,3,3,30,"sometimes",6,6,6,6,3,6,5,6,3,6,2.81034482758621,6,3,4,4,4.27272727272727,5,"everyday",7,5,5,4,4,3,1,2,3,5,3,4,5,7,"rarely","never","sometimes","rarely","sometimes","rarely","never",1,1,"never",NA,"tens","few","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,3,3,2,4,1,3,1,2,3,1,2,4,4,1,4,4,1,4,4,2,4,4,4,4,4,3,4,1,1,2,2,2,4,3,"2","3","4","1","2","5","1","1","4","1","4","4","2","1","1","4","4","5",22,NA,NA,"0-1","low"
193,"woman",1995,"nf_rel","yes","Mokotów",2,"no","no","<=highschool+tech","law/biz/menag","fl_edu","no","no_job",NA,"high","high","don't_know",0,4,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,5,7,6,7,1,1,"often",4,7,5,7,7,1,7,4,5,6,10,"sometimes",5,7,2,7,4,4,5,3,7,4,20,"often",7,7,6,5,3,4,1,1,4,7,2.81034482758621,3.14792899408284,1,4,3,4,4,"everyday",7,6,5,5,3,1,1,5,1,5,4,6,6,7,"regularly","never","regularly","sometimes","sometimes","never","rarely",1,1,"sometimes","ind","hundreds","hundreds","tens+",1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,4,4,4,4,4,0,4,4,4,4,4,0,1,4,4,4,0,4,2,0,4,4,3,4,4,4,4,4,3,1,1,1,4,4,3,4,4,"2","5","2","1","1","4","1","1","4","2","5","3","4","4","1","4",NA,"5",19,NA,NA,"0-1","low"
194,"woman",1993,"single","yes","Mokotów",2,"no","no","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"high","<=med","<=med",1,3,"no_car","other","other","no_tv","pc","no_tablet","everyday","no_blog/web",0,6,1,5,6,3,5,7,5,4,4,4,1.94240837696335,4,2.98347107438017,4,4,3.06382978723404,"rarely",5,7,6,6,7,6,5,6,6,6,2,"often",6,7,5,5,6,NA,5,6,7,5,10,"sometimes",6,4,5,5,5,4,1,4,6,7,2.81034482758621,3.14792899408284,6,6,6,6,4.34517766497462,"everyday",7,5,5,2,2,4,2,6,5,6,6,5,6,6,"regularly","never","sometimes","sometimes","sometimes","sometimes","rarely",1,1,"regularly","run","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,4,4,4,4,4,4,3,3,1,1,3,1,3,0,3,0,0,0,3,0,3,3,3,0,3,2,3,4,1,1,1,2,4,3,"2","3","1","1","2","3","4","1","2","1","3","2","1","2","1","3","1","3",21,NA,NA,"1-2","low"
195,"woman",1992,"single","yes","Ochota",4,"no","no","BA","STEM/med","fl_edu","yes","flexible","analyst","high","high","high",2,4,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,2,5,2,4,3,1,5,4,3,4,4,1,5,1,1,1,5,"rarely",3,3,1,3,1,3,4,7,4,4,3,"often",1,1,5,4,5,4,4,7,5,4,10,"often",5,4,2,3,1,3,1,5,1,5,1,1,1,1,1,1,5,"everyday",1,1,7,2,1,2,1,1,4,7,4,1,6,5,"regularly","rarely","sometimes","rarely","rarely","sometimes","regularly",5,1,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,3,2,2,4,4,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,2,4,5,4,5,"4","5","2","2","1","4","1","1","5","1","5","5","3","5","1","5","5","5",22,"pro","high:mng/pro/self","2-3","mid/high"
196,"woman",1993,NA,"yes","Mokotów",3,"no","yes","BA","STEM/med","fl_edu","no","no_job",NA,"high","high","high",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,2,2,4,1,7,1,6,7,4,4,4,1,6,4,6,7,4,"often",2,3,7,7,7,5,7,3,4,6,25,"often",4,7,4,7,7,3,7,4,5,6,45,"rarely",7,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,"everyday",7,2,7,4,6,4,1,2,4,3,5,4,4,7,"rarely","rarely","sometimes","sometimes","regularly","sometimes","rarely",1,1,"sometimes","run","thousands","hundreds","tens+",1,0,0,1,1,1,0,0,1,0,0,0,0,0,3,2,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,1,3,1,2,2,1,"1","5","1","2","1","1","3","1","4","1","5","3","1","3","1","1","1","3",21,NA,NA,"1-2","low"
197,"woman",1990,"single","yes","Żoliborz",24,"no","yes","BA","human/lang","fl_edu","yes","part","marketing/PR","<=med","high","<=med",1,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",3,1,1,1,5,1,1,7,1,5,4,1,1,1,1,4,2,1,"often",6,2,6,5,5,2,4,3,4,3,10,"often",3,6,1,5,6,1,4,6,3,6,25,"often",6,6,5,4,6,1,1,1,1,5,1,1,1,1,1,1,2,"everyday",6,2,3,2,7,2,2,7,3,7,3,2,6,7,"rarely","rarely","sometimes","regularly","regularly","rarely","never",1,1,"regularly","ind","hundreds","hundreds","few",1,0,1,0,0,0,0,0,1,0,0,0,1,0,4,3,3,4,4,3,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,2,4,2,4,5,1,2,1,2,2,3,"1","4","1","2","1","2","1","3","2","1","1","1","3","2","1","1","1","5",24,"pro","high:mng/pro/self","1-2","low"
198,"woman",1993,"single","yes","Praga Południe",21,"no","no","<=highschool+tech","STEM/med","fl_edu","no","no_job",NA,"<=med","high","don't_know",0,3,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",4,5,6,7,5,7,2,7,7,4,4,5,3,3,3,NA,4,7,"often",4,7,3,6,7,6,5,6,7,3,20,"often",4,7,7,4,5,4,2,7,7,4,100,"often",7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,"everyday",5,6,6,1,1,5,1,4,2,6,5,4,4,7,"regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly",5,1,"regularly","ind","hundreds","hundreds","few",1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0,2,2,1,2,3,4,0,0,0,4,4,2,4,2,4,3,4,4,4,3,4,0,4,0,4,5,1,2,5,5,5,5,5,5,"5","4","5","5","2","5","2","5",NA,"4","1","2","1",NA,"4","5","1","4",21,NA,NA,"0-1","low"
199,"woman",1994,"nf_rel","yes","Wola",20,"no","no","<=highschool+tech","soc/beh","fl_edu","no","no_job",NA,"high","<=med","high",4,3,"1car+","other","own","tv","pc","no_tablet","everyday","no_blog/web",3,6,2,5,4,4,2,6,5,5,5,5,1,4.385,2.98347107438017,3,3.83854166666667,3.06382978723404,"sometimes",4,5,5,3,5,3,6,6,5,2,6,"often",1,5,5,4,4,5,4,7,6,3,20,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"everyday",6,5,4,2,1,3,1,2,1,4,4,4,4,7,"rarely","rarely","sometimes","sometimes","rarely","never","never",1,1,"never",NA,"hundreds","hundreds","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,4,3,4,3,1,3,3,3,0,2,4,4,4,3,4,3,0,4,4,0,4,4,4,4,4,3,2,3,4,2,3,4,4,5,"5","5","5","1","1","2","3","4","1","1","3","4","2","4","1","3","3","4",20,NA,NA,"4-5","mid/high"
200,"woman",1989,"nf_rel","yes","Ursynów",26,"no","no","BA","human/lang","fl_edu","yes","flexible","office/service","don't_know","<=med","don't_know",3,3,"no_car","apartment","rent","tv","pc","tablet","everyday","no_blog/web",5,5,4,5,7,6,1,7,7,5,6,5,2,6,2.98347107438017,7,6,4,"often",5,5,6,5,2,5,7,6,7,4,20,"often",6,6,3,6,6,4,3,4,5,6,19,"often",6,6,6,6,6,5,2,6,3,7,2.81034482758621,3.14792899408284,5,3,6,5,4,"everyday",6,2,6,2,3,6,2,4,5,6,6,6,6,6,"regularly","rarely","sometimes","regularly","sometimes","never","never",1,1,"regularly","ind",NA,NA,"few",1,0,0,1,1,1,0,0,0,0,0,0,1,0,4,1,3,3,3,3,4,0,4,4,4,2,2,2,4,4,4,4,4,0,0,4,4,4,0,4,4,4,3,4,4,1,5,5,2,3,3,2,2,"5","5","4","3","1","4","1","5","5","1","3","4","2","5","1","4","3","5",25,"cler_sup","low:phys/sale/serv/assoc_pro","3-4","mid/high"
201,"woman",1994,"nf_rel","yes","Praga Południe",21,"no","no","<=highschool+tech","STEM/med","fl_edu","no","no_job",NA,"<=med","high","don't_know",0,3,"1car+","other","own","tv","pc","tablet","everyday","no_blog/web",3,5,5,2,5,1,6,6,5,4,5,5,1,NA,4,4,4,4,"sometimes",2,6,6,5,6,2,5,5,5,2,3,"rarely",2,6,5,2,2,1,1,3,4,4,4,"rarely",5,6,5,1,1,1,5,4,2,5,NA,2,2,2,4,4,4,"everyday",5,6,1,4,6,1,4,6,1,1,2,2,6,6,"regularly","never","sometimes","rarely","rarely","rarely","rarely",4,1,"regularly","run","hundreds","tens","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,4,4,2,2,0,4,4,4,4,0,4,0,0,4,4,0,4,4,4,4,0,3,1,5,5,1,5,5,5,5,"3","5","3","3","1","2","1","5","4","1","1","3","1","3","1","3","1","5",20,NA,NA,"0-1","low"
202,"woman",1993,"nf_rel","yes","Ochota",3,"no","no","BA","law/biz/menag","fl_edu","no","no_job",NA,"high","<=med","<=med",0,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,NA,4,7,3,4,6,NA,5,6,5,1,6,1,1,5,1,"sometimes",2,5,5,2,6,6,5,6,6,5,10,"rarely",3,6,5,3,5,3,3,6,3,3,2,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not_everyday",2,2,5,2,2,2,2,2,2,4,6,2,2,6,"rarely","rarely","sometimes","rarely","rarely","sometimes","never",1,3,"never","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,2,1,2,2,4,2,2,0,2,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,1,1,2,1,1,1,"3","3","1","1","1","3","3","1","1","1","5","1","1","2","1","2","1","4",21,NA,NA,"0-1","low"
203,"woman",1990,"single","yes","Mokotów",22,"no","no","MA+","law/biz/menag","no_fl_edu","yes","full","office/service","high","high","<=med",3,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",100,6,2,7,5,3,6,7,6,5,7,2,1,4.385,1,4,4,4,"often",3,6,6,7,4,4,3,3,6,5,15,"often",5,2,4,3,5,4,3,4,7,5,12,"sometimes",5,7,4,2,2,6,2,6,4,6,4,4,5,4,6,4,4.34517766497462,"not_everyday",4,1,2,5,3,2,3,4,4,3,5,3,5,1,"regularly","regularly","regularly","sometimes","rarely","regularly","regularly",2,1,"regularly","ind","hundreds","hundreds","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,4,4,4,4,3,0,4,4,3,4,2,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,1,3,4,2,4,3,4,5,"3","2","2","2","1","2","1","4","4","1","2","4","2","1","2","4","3","5",24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","3-4","mid/high"
204,"woman",1992,"single","yes","Wola",22,"no","no","BA","human/lang","fl_edu","yes","flexible","culture/NGO","<=med","<=med","<=med",0,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",0,2,3,3,5,5,2,5,6,4,4,4,4,4,4,4,4,4,"sometimes",6,5,6,4,2,4,5,4,5,3,3,"often",5,2,4,7,6,2,6,4,5,5,12,"often",5,3,6,4,5,6,4,3,4,5,2.81034482758621,3,4,3,3,6,4,"everyday",5,3,5,6,7,3,4,6,7,7,6,4,6,7,"regularly","regularly","sometimes","regularly","sometimes","rarely","rarely",2,2,"sometimes","ind","thousands","tens","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,4,4,2,3,3,4,3,4,2,3,4,3,4,0,4,4,3,4,4,3,4,4,3,2,4,4,1,3,5,4,4,5,5,5,"2","3","4","5","2","5","2","5","4","2","4","2","2","4","2","4","1","3",22,"cler_sup","low:phys/sale/serv/assoc_pro","0-1","low"
205,"woman",1989,"nf_rel","yes","Praga Południe",25,"no","no","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"<=med","high","<=med",0,5,"no_car","apartment","other","tv","pc","no_tablet","everyday","no_blog/web",10,1,3,6,3,2,1,5,6,4,4,3,1.94240837696335,7,3,7,5,1,"often",2,5,7,7,2,2,6,5,5,2,10,"often",7,2,1,5,5,4,1,7,4,4,20,"sometimes",6,NA,NA,6,NA,NA,NA,5,3.65714285714286,2,2.81034482758621,5,4,3.04210526315789,6,6,4.34517766497462,"not_everyday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,6,"rarely","never","rarely","sometimes","rarely","never","never",1,1,"regularly","ind","tens","tens","tens+",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,1,4,0,0,3,3,3,2,3,1,2,4,4,4,0,4,0,0,4,4,0,4,4,4,0,4,5,1,1,5,2,5,3,5,5,"1","2","1","4","4","2","1","5","1","5","1","1",NA,"1","1","5","1","2",25,NA,NA,"0-1","low"
206,"woman",1995,"single","yes","Śródmieście",35,"no","no","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"high","high","<=med",NA,5,"1car+","apartment","family","tv","pc","tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,1,6,2.98347107438017,4.13812154696133,4,3.06382978723404,"sometimes",6,5,6,5,4,4,6,5,6,3,4,"often",4,4,4,6,7,3,6,5,4,4,20,"sometimes",6,6,6,7,4,7,1,4.3785046728972,4,6,2.81034482758621,3.14792899408284,7,3.04210526315789,3,7,4.34517766497462,"everyday",6,2,4,1,2,4,1,4,1,4,5,7,6,6,"regularly","regularly","regularly","regularly","rarely","rarely","never",1,1,"sometimes","ind","thousands","hundreds","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,4,4,0,0,0,0,4,4,3,2,2,3,4,2,4,4,4,4,0,4,4,0,4,4,4,4,4,2,1,3,3,3,4,3,3,4,"5","5","2","3","1","4","1","3","2","1","3","5","3","3","1","4","4","5",19,NA,NA,NA,NA
207,"woman",1995,"nf_rel","yes","Praga Północ",19,"no","no","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"<=med","high","<=med",0,3,"no_car","apartment","family","no_tv","pc","no_tablet","everyday","blog/web",3,6,3,5,6,5,5,5,6,6,6,1,2,5,4,6,5,2,"sometimes",3,5,7,3,3,5,3,5,6,6,8,"often",6,2,5,3,5,6,5,5,6,5,8,"sometimes",6,6,5,3,6,5,3,5,5,3,5,3.14792899408284,5,3,3,3,3,"everyday",5,3,5,5,5,5,5,5,6,3,6,5,5,7,"rarely","rarely","regularly","sometimes","rarely","sometimes","rarely",2,2,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,2,4,2,2,4,1,2,4,4,4,2,1,2,4,4,3,2,3,2,4,4,4,5,1,1,5,5,4,5,5,4,"2","1","4","4","5","4","4","4","5","5","4","1","2","4","2","5","1","1",19,NA,NA,"0-1","low"
208,"woman",1995,"single","yes","Śródmieście",1,"no","no","<=highschool+tech","law/biz/menag","fl_edu","no","no_job",NA,"<=med","<=med","high",1,4,"1car+","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,7,1,5,2,3,1,7,6,5,4,2,1,6,2.98347107438017,6,6,1,"sometimes",6,5,7,7,1,4,6,5,5,2,3,"often",6,1,2,5,3,3,7,3,4,3,5,"rarely",6,2,6,2,1,1,1,6,4,6,4,4,4,4,5,4,6,"everyday",7,5,6,5,7,4,5,3,5,3,4,5,5,7,"regularly","never","rarely","regularly","sometimes","sometimes","never",1,1,"regularly","ind","tens","few","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,4,1,1,4,0,4,4,4,3,4,4,4,3,2,4,3,4,2,4,4,4,0,4,4,4,4,4,4,2,1,3,3,4,4,4,4,"1","4","4","5","2","4","1","3","5","2","5","2","2","4","1","4","1","4",19,NA,NA,"1-2","low"
209,"woman",1988,"single","yes","Ochota",7,"no","no","MA+","STEM/med","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,3,"no_car","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",7,6,2,2,4,7,5,2,7,2,15,"often",2,5,3,3,5,2,5,5,6,6,25,"often",6,6,6,3,4,4,5,4,4,4,2.81034482758621,3.14792899408284,4,3.04210526315789,4,4.27272727272727,4.34517766497462,"everyday",4,3,4,3,2,6,3,4,4,6,6,3,7,4,"rarely","rarely","rarely","rarely","rarely","never","regularly",3,4,"regularly","run","hundreds","few","few",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,4,0,3,4,2,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,2,3,4,5,"1","3","1","2","3","5","3","3","5","1","3","4","3","3","1","3","4","5",26,NA,NA,"0-1","low"
210,"woman",1992,"nf_rel","yes","Ursynów",4,"no","no","<=highschool+tech","STEM/med","fl_edu","yes","part","serv/sales","<=med","<=med","<=med",2,4,"no_car","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",1,4,1,6,6,3,4,7,6,4,4,4,1.94240837696335,4,2.98347107438017,4,NA,1,"sometimes",6,6,6,4,2,6,5,6,6,5,3,"rarely",5,1,5,5,7,6,5,5,6,6,5,"rarely",NA,6,6,3,3,4,4,6,4,7,2.81034482758621,3.14792899408284,4,3.04210526315789,3.84976525821596,4,4.34517766497462,"everyday",6,6,5,5,4,6,5,5,5,5,5,5,5,7,"regularly","never","sometimes","sometimes","sometimes","sometimes","rarely",3,NA,"sometimes","run","tens","few","few",1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,4,0,2,3,0,0,4,4,1,4,4,1,0,2,4,0,4,0,3,4,4,4,4,4,4,4,4,3,3,2,1,2,3,3,3,2,"5","5","3","1","1","4","2","1","4","2","5","5","4","4","1","4","4","5",22,"serv/sales","low:phys/sale/serv/assoc_pro","2-3","mid/high"
211,"woman",1994,"nf_rel","yes","Praga Południe",20,"no","yes","<=highschool+tech",NA,"fl_edu","no","no_job",NA,"high","high","<=med",0,3,"no_car","apartment","family","tv","pc","tablet","everyday","no_blog/web",2,6,6,6,6,6,6,7,4,5,1,4,1,1,4,4,3,3,"rarely",1,7,7,1,2,4,4,7,7,7,3,"often",7,1,7,1,4,4,4,7,4,2,8,"often",4,4,4,4,4,4,4,1,1,1,1,7,1,7,7,4,1,"everyday",2,4,2,1,4,7,1,4,7,1,7,2,4,7,"rarely","never","sometimes","rarely","sometimes","regularly","rarely",4,4,"sometimes","ind","thousands","hundreds","few",1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,3,4,0,2,3,4,3,3,4,1,4,4,4,0,4,4,2,4,4,0,4,4,4,0,4,5,1,2,5,3,3,5,3,5,"3","3","1","5","3","4","1","5","4","4","1","1","1","4","1","3","1","1",20,NA,NA,"0-1","low"
212,"woman",1992,"single","yes","Mokotów",6,"no","no","BA","soc/beh","fl_edu","yes","flexible","analyst","high","<=med","<=med",0,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,2,2,5,2,5,2,6,5,4,4,4,4,4,2.98347107438017,4,4,4,"sometimes",5,3,6,5,2,3,5,5,5,3,5,"often",6,2,3,6,5,3,6,6,7,5,20,"sometimes",6,5,5,4,5,5,1,4,4,4,4,4,4,4,4,4,4,"not_everyday",3,3,6,4,3,6,3,5,3,6,5,4,7,6,"regularly","rarely","sometimes","sometimes","rarely","never","never",3,2,"regularly","ind","hundreds","tens","few",1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,2,3,3,0,2,3,4,3,3,3,3,2,2,3,2,3,2,3,3,3,2,3,3,4,4,3,5,1,1,4,2,4,2,4,4,"4","5","4","4","2","4","1","1","4","1","4","1","1","4","1","4","1","4",22,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","0-1","low"
213,"man",1994,"nf_rel","yes","Bielany",19,"no","no","<=highschool+tech","soc/beh","fl_edu","yes","flexible","office/service","high","high","high",0,4,"1car+","apartment","own","no_tv","pc","no_tablet","everyday","no_blog/web",0,3,7,5,5,4,2,7,6,4,1,2,4,1,6,6,1,3,"sometimes",4,2,5,5,7,3,3,6,4,7,10,"often",5,7,4,5,5,4,5,6,4,4,15,"rarely",6,5,2,2,4,2,1,5,6,4,4,5,1,5,4,3,5,"not_everyday",4,2,6,4,6,5,1,6,2,4,4,4,7,5,"regularly","regularly","sometimes","rarely","rarely","rarely","rarely",3,4,"sometimes","rival","hundreds","tens","few",1,0,0,1,1,1,0,0,1,1,0,1,0,0,4,4,3,3,4,4,3,4,2,4,4,1,4,3,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,1,1,5,4,4,5,4,4,"4","3","2","4","2","3","4","3","4","2","3","3","2","5","3","5","2","3",20,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","0-1","low"
214,"woman",1992,"single","yes","Włochy",22,"no","yes","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,4,"no_car","other","family","tv","pc","tablet","everyday","blog/web",1,5,4,5,6,4,2,7,5,4,5,3,1.94240837696335,5,2.98347107438017,5,5,2,"sometimes",6,5,6,5,3,6,4,5,6,5,6,"often",6,3,4,5,7,4,5,3,4,7,10,"sometimes",6,7,7,6,4,5,3,5,4,6,2.81034482758621,2,4,2,6,6,4,"everyday",5,2,4,5,3,5,3,4,5,5,6,3,4,6,"regularly","rarely","sometimes","sometimes","rarely","regularly","regularly",4,4,"regularly","ind","tens","tens","few",0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,2,4,3,3,4,4,2,4,4,2,3,3,3,1,3,4,2,4,2,4,4,4,2,4,4,4,4,4,5,1,3,3,3,5,5,4,4,"3","3","5","4","1","4","2","5","5","2","3","2","3","4","1","5","1","5",22,NA,NA,"0-1","low"
215,"woman",1994,"single","yes","Białołęka",13,"no","no","BA","human/lang","fl_edu","no","no_job",NA,"don't_know","don't_know","don't_know",0,4,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",2,7,1,5,7,5,4,7,6,5,6,4,1,6,2.98347107438017,4.13812154696133,7,1,"often",1,4,5,2,7,5,1,3,7,6,7,"often",1,6,3,5,6,2,1,6,4,4,15,"often",4,5,6,1,5,6,5,1,1,1,2.81034482758621,3.14792899408284,4,3.04210526315789,1,1,1,"everyday",7,1,3,3,5,5,1,1,5,4,5,1,1,6,"rarely","never","regularly","rarely","rarely","never","never",NA,1,"regularly","ind","hundreds","tens","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,0,2,4,1,4,0,4,4,4,4,0,4,4,4,4,4,2,3,4,4,4,4,5,1,1,2,3,3,4,4,3,"4","5","1","2","1","3","1","2","4","1","1","4","1","3","1","5","1","4",20,NA,NA,"0-1","low"
216,"woman",1993,"nf_rel","yes","Targówek",21,"no","no","<=highschool+tech",NA,"fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,3,"no_car","apartment","own","tv","pc","tablet","everyday","no_blog/web",20,7,2,7,7,6,2,7,7,4,7,3,1,7,2,2,7,2,"sometimes",1,2,5,4,2,6,4,7,5,6,3,"sometimes",2,2,7,2,7,6,2,2,4,7,10,"often",5,4,7,2,2,5,2,4,4,4,4,4,4,4,4,4,4,"everyday",3,1,5,6,4,3,2,4,2,6,7,4,2,5,"regularly","never","sometimes","rarely","rarely","sometimes","never",1,1,"sometimes","ind","hundreds","tens","few",1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,4,0,0,2,3,2,1,0,1,2,4,4,2,3,3,2,4,3,2,4,4,4,4,3,5,1,2,5,4,4,4,4,5,"3","4","2","2","2","3","2","3","4","3","2","2","2","4","1","5","2","4",21,NA,NA,"0-1","low"
