"id","gender","birth","marital","Wwa","district","timeWwa","children","dog","edu","eduprog","edutime","work","worktime","occup","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","pc","tablet","internet","internetuse","tvtime","tv.a1","tv.a2","tv.a3","tv.a4","tv.a5","tv.a6","tv.a7","tv.a8","tv.b1","tv.b2","tv.b3","tv.b4","tv.b5","tv.b6","tv.b7","tv.b8","tv.b9","moviefreq","movie.a1","movie.a2","movie.a3","movie.a4","movie.a5","movie.a6","movie.a7","movie.a8","movie.a9","movie.a10","movie30","bookfreq","book.a1","book.a2","book.a3","book.a4","book.a5","book.a6","book.a7","book.a8","book.a9","book.a10","book12","pressfreq","press.a1","press.a2","press.a3","press.a4","press.a5","press.a6","press.a7","press.b1","press.b2","press.b3","press.b4","press.b5","press.b6","press.b7","press.b8","press.b9","press.b10","musicfreq","music.a1","music.a2","music.a3","music.a4","music.a5","music.a6","music.a7","music.a8","music.a9","music.a10","music.a11","music.a12","music.a13","music.a14","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","socact1","socact2","socact3","socact4","socact5","socact6","socact7","socact8","socact9","socact10","socact11","socact12","socact13","socact14","scknow1","scknow2","scknow3","scknow4","scknow5","scknow6","scknow7","scknow8","scknow9","scknow10","scknow11","scknow12","scknow13","scknow14","scknow15","schelp1","schelp2","schelp3","schelp4","schelp5","schelp6","schelp7","schelp8","schelp9","schelp10","schelp11","schelp12","schelp13","schelp14","schelp15","attgen1","attgen2","attgen3","attgen4","attgen5","attgen6","attgen7","attgen8","attgen9","attmult1","attmult2","attmult3","attmult4","attmult5","attmult6","attmult7","attmult8","attmult9","attmult10","attmult11","attmult12","attmult13","attmult14","attmult15","attmult16","attmult17","attmult18","age","ISCO","ISCObroad","income.f","incomeclass"
138,"man",1986,"nf_rel","yes","Praga Północ",28,"no","no","<=highschool+tech","human/lang","fl_edu","yes","flexible","marketing/PR","high","high","high",2,3,"no_car","apartment","rent","tv","pc","no_tablet","everyday","blog/web",0,1,6,6,6,6,1,6,6,3,3,2,4,5,2,5,1,6,"often",6,5,3,6,7,2,2,7,6,6,10,"often",5,5,3,6,6,2,6,3,7,3,15,"sometimes",7,5,5,5,3,5,5,4,4,4,2,2,5,4,5,5,2,"everyday",2,2,5,7,7,4,7,4,7,6,2,5,5,3,"rarely","rarely","regularly","sometimes","sometimes","regularly","rarely",4,4,"regularly","ind","thousands","hundreds","tens+",1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,2,2,4,3,3,2,4,4,4,2,1,3,4,4,4,4,2,3,3,2,4,4,2,4,3,4,4,4,5,1,3,5,4,3,4,5,4,"3","4","1","4","1","4","1","4","4","2","2","2","2","3","2","4","2","5",28,"pro","high:mng/pro/self","2-3","mid/high"
139,"man",1990,"nf_rel","yes","Ursynów",25,"no","yes","<=highschool+tech","soc/beh","fl_edu","yes","full","serv/sales","<=med","high","high",1,2,"no_car","apartment","family","tv","pc","tablet","everyday","no_blog/web",0,1,1,5,7,5,1,6,4,4,4,4,3,4,3,4,4,4,"sometimes",6,5,6,3,6,2,2,6,6,2,3,"rarely",4,7,4,6,6,2,4,6,4,4,2,"sometimes",4,6,3,6,4,6,4,4,4,4,2,3,5,3,4,7,4,"everyday",7,3,4,5,7,4,6,4,5,4,5,7,4,5,"regularly","never","sometimes","rarely","sometimes","regularly","never",2,2,"sometimes","ind","thousands","hundreds","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,4,1,0,1,0,4,3,0,0,2,4,0,4,4,3,2,4,4,3,0,4,3,3,4,4,4,3,2,4,2,3,3,3,4,"3","4","1","3","2","2","1","4","1","2","1","3","2","3","2","4","2","4",24,"tech/assoc_pro","low:phys/sale/serv/assoc_pro","1-2","low"
140,"man",1992,"single","yes","Targówek",21,"no","yes","<=highschool+tech","soc/beh","fl_edu","no","no_job",NA,"<=med","high","high",0,5,"1car+","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",0,6,1,6,7,5,3,7,7,7,1,5,4,3,4,5,5,2,"sometimes",3,6,5,5,6,5,7,5,5,5,5,"often",6,7,6,5,6,7,2,6,6,3,14,"rarely",5,5,5,1,1,4,1,3,1,6,1,1,1,1,1,1,4,"everyday",6,3,4,4,5,3,4,6,4,7,6,5,7,5,"regularly","never","sometimes","rarely","rarely","regularly","regularly",1,1,"regularly","ind","hundreds","hundreds","few",0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,2,2,4,3,4,4,3,2,3,4,3,4,1,2,0,4,4,2,4,3,3,4,4,2,4,4,4,3,3,2,1,1,1,1,3,3,2,3,"1","4","1","1","2","3","1","3","1","1","2","4","3","5","2","2","5","5",22,NA,NA,"0-1","low"
141,"man",1989,"nf_rel","yes","Ursus",3,"no","no","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"high","high","high",1,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,3,1,5,6,2,5,6,5,2,3,5,3,6,1,2,6,1,"often",5,7,5,3,7,4,1,7,5,6,20,"often",5,5,2,2,6,3,3,3,5,2,10,"sometimes",4,5,5,7,2,6,2,3,3,3,1,2,6,2,5,7,4.34517766497462,"everyday",5,6,6,4,6,4,4,6,6,5,6,6,6,6,"rarely","never","sometimes","sometimes","sometimes","never","never",1,1,"never",NA,"hundreds","hundreds","few",1,0,0,0,1,1,0,0,1,0,0,0,1,0,4,1,0,4,0,3,3,4,2,3,4,1,1,4,4,4,0,4,4,4,4,0,2,4,1,4,4,4,4,4,5,5,2,4,1,4,3,1,1,"4","4","1","2","1","2","1","5","1","2","5","2","2","2","1","4","2","5",25,NA,NA,"1-2","low"
142,"man",1999,"single","yes","Ochota",3,"no","no","MA+","leisure","no_fl_edu","yes","full","serv/sales","high","high","<=med",1,3,"1car+","apartment","rent","tv","pc","tablet","everyday","no_blog/web",3,5,7,6,7,3,7,7,5,5,6,5,3,6,2.98347107438017,5,5,6,"often",4,4,6,5,3,6,4,7,5,5,7,"rarely",6,2,4,4,5,6,4,5,4,6,2,"sometimes",6,4,6,5,6,5,2,5,5,7,5,4,5,4,5,4,4,"everyday",4,2,6,4,5,6,2,5,5,6,6,5,5,6,"regularly","never","sometimes","rarely","sometimes","sometimes","regularly",5,5,"sometimes","ind","tens","hundreds","few",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,2,3,4,4,3,4,2,4,3,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,2,2,3,3,4,4,4,4,"3","3","2","3","3","4","3","4","3","2","4","2","3","4","3","4","2","2",15,"pro","high:mng/pro/self","1-2","low"
143,"man",1990,"single","yes","Wilanów",24,"no","no","MA+","soc/beh","no_fl_edu","yes","full","marketing/PR","high","high","high",5,4,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",9,2,1,6,6,6,2,6,5,5,7,4,1,6,1,2,2,1,"rarely",5,2,5,1,1,4,1,3,5,4,2,"often",5,1,2,6,6,2,5,5,6,3,12,"often",5,4,3,7,6,7,1,6,4,2,1,2,7,2,4,7,6,"everyday",4,2,2,5,5,6,3,2,5,2,4,5,2,6,"regularly","rarely","regularly","sometimes","sometimes","rarely","never",1,1,"regularly","run","hundreds","tens","few",0,0,NA,1,0,0,0,0,0,0,0,0,1,0,3,1,3,1,4,1,1,4,1,4,4,1,4,0,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,1,3,4,3,4,4,4,4,"3","3","2","3","2","5","2","4","4","2","3","3","2","4","1","5","1","4",24,"pro","high:mng/pro/self","5-6","mid/high"
144,"man",1991,"single","yes","Targówek",23,"no","yes","<=highschool+tech","human/lang","fl_edu","yes","flexible","serv/sales","high","high","high",2,3,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,4,6,5,4,4,3,5,4,4,3,3,2,2,3,4,3,4,"sometimes",5,6,5,5,5,2,2,4,5,6,3,"often",6,5,4,5,4,5,4,4,5,4,10,"rarely",5,6,4,1,4,5,5,2,5,4,3,2,2,4,2,2,6,"everyday",5,4,5,4,7,4,4,5,6,4,2,4,6,6,"regularly","rarely","sometimes","sometimes","sometimes","regularly","regularly",4,3,"regularly","rival","tens","few","few",1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,4,1,2,0,2,2,4,2,1,0,4,3,2,4,2,3,3,NA,3,3,2,3,3,2,0,3,3,1,3,4,4,3,4,4,5,"4","4","4","5","1","5","2","2","5","2","3","4","4","2","2","4","3","4",23,"serv/sales","low:phys/sale/serv/assoc_pro","2-3","mid/high"
146,"man",1990,"single","yes","Ochota",24,"no","no","BA","law/biz/menag","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,5,"1car+","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",2,3,2,4,5,3,1,6,5,6,5,5,2,3,4,4,2,3,"sometimes",3,5,4,3,6,3,2,5,5,6,3,"rarely",2,7,5,2,4,3,3,5,6,NA,4,"rarely",6,6,2,3,2,2,3,6,2,6,2.81034482758621,2,2,2,2,2,6,"everyday",3,5,4,4,5,2,5,4,5,5,4,5,6,7,"rarely","never","sometimes","sometimes","rarely","rarely","rarely",2,1,"regularly","rival","hundreds","hundreds","few",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,4,4,1,4,3,1,4,2,4,4,3,4,4,4,3,4,4,4,4,4,1,4,4,4,4,4,5,1,1,5,4,5,5,5,4,"2","2","1","2","2","4","2","5","4","2","3","1","2","2","1","5","1","4",24,NA,NA,"0-1","low"
147,"woman",1995,"single","yes","Wawer",19,"no","yes","<=highschool+tech","soc/beh","fl_edu","no","no_job",NA,"high","high","<=med",NA,5,"1car+","other","own","tv","pc","tablet","everyday","no_blog/web",0.5,1,1,4,2,4,1,6,3,5,3,2,1,4,4,4,2,1,"often",5,4,6,5,5,1,5,6,2,3,6,"often",2,3,3,7,4,1,6,5,3,2,10,"sometimes",4,6,2,5,4,3,1,6,4,5,4,2,4,4,5,4,4,"everyday",5,7,5,1,1,2,1,6,1,4,4,5,6,7,"regularly","regularly","regularly","rarely","sometimes","rarely","rarely",2,1,"regularly","ind","hundreds","hundreds","tens+",1,0,1,0,1,1,0,0,1,0,0,0,1,0,3,0,2,1,4,3,4,0,3,4,4,1,4,1,3,4,4,3,0,4,1,4,0,1,2,3,3,4,0,0,3,2,5,4,3,3,3,3,4,"2","3","3","2","1","4","2","5","3","2","3","4","2","3","1","4","2","5",19,NA,NA,NA,NA
148,"man",1992,"single","yes","Bielany",3,"no","no","BA","human/lang","fl_edu","yes","part","health","high","high","high",1,4,"1car+","apartment","family","tv","pc","no_tablet","everyday","no_blog/web",2,5,1,6,3,4,2,6,6,4,6,3,1,6,2.98347107438017,6,5,2,"sometimes",5,4,6,4,4,3,3,5,6,4,10,"often",3,5,1,6,5,3,6,2,6,4,20,"sometimes",7,3,5,5,2,6,1,5,3,7,1,1,5,1,5,5,2,"everyday",3,3,4,3,1,3,1,3,3,6,5,3,5,7,"regularly","rarely","regularly","sometimes","rarely","sometimes","rarely",1,1,"regularly","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,2,3,4,4,4,3,4,4,4,4,2,3,1,4,4,3,4,4,4,1,3,4,4,2,4,4,4,0,4,3,2,2,3,2,3,3,3,4,"1","4","1","1","2","4","1","1","4","1","5","3","2","4","1","5","1","4",22,"pro","high:mng/pro/self","1-2","low"
149,"man",1991,"nf_rel","yes","Żoliborz",4,"no","no","<=highschool+tech","soc/beh","fl_edu","yes","flexible","serv/sales","high","high","high",2,4,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2.98347107438017,4,2,4,"rarely",6,5,7,6,6,3,4,7,6,7,3,"often",6,5,4,5,7,4,5,3,7,4,10,"sometimes",5,7,5,3,4,4,1,2,4,4,2,2,2,2,2,2,4,"everyday",3,2,7,4,3,2,2,5,7,7,5,4,6,7,"regularly","never","sometimes","sometimes","sometimes","rarely","regularly",3,4,"sometimes","ind","tens","tens","zero",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,3,1,3,3,0,3,4,4,1,3,2,4,4,3,4,3,4,4,2,4,4,3,4,4,4,4,4,3,2,3,1,3,2,3,2,2,"4","5","1","2","1","5","2","2","4","1","5","5","3","4","1","4","4","5",23,"serv/sales","low:phys/sale/serv/assoc_pro","2-3","mid/high"
150,"man",NA,"single","yes","Białołęka",12,"no","yes","<=highschool+tech","human/lang","fl_edu","no","no_job",NA,"high","high","high",NA,4,"no_car","other","family","tv","pc","no_tablet","everyday","no_blog/web",3,2,3,5,3,2,1,2,5,5,3,3,1,5,3,5,1,2,"sometimes",6,3,5,3,6,2,3,5,5,5,NA,"often",4,5,2,6,4,3,6,3,6,5,10,"rarely",5,4,4,4,4,3,1,4,4,4,4,4,4,4,4,4,4,"everyday",3,7,5,2,3,3,2,5,5,5,2,6,5,5,"regularly","never","sometimes","sometimes","sometimes","never","never",1,1,"regularly","ind","hundreds","tens","tens+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,4,4,0,3,2,4,0,2,0,4,4,3,4,1,4,0,4,4,4,2,4,3,3,4,4,1,3,5,2,2,3,1,1,1,"2","4","2","4","1","3","1","4","3","1","2","2","2","1","1","4","2","5",NA,NA,NA,NA,NA
151,"woman",1993,"nf_rel","yes","Śródmieście",22,"no","yes","<=highschool+tech","STEM/med","fl_edu","no","no_job",NA,"<=med","high","high",2,5,"1car+","apartment","own","tv","pc","tablet","everyday","no_blog/web",2,4,3,3,5,4,2,7,7,1,1,1,1,1,4,5,5,1,"sometimes",3,3,3,5,5,3,5,5,5,3,12,"sometimes",4,5,4,5,4,4,4,4,5,4,25,"rarely",4,3,3,3,4,4,3,1,1,3,4,6,1,6,1,3,3,"everyday",6,2,2,2,6,1,2,4,4,4,4,6,6,6,"regularly","regularly","sometimes","sometimes","sometimes","rarely","regularly",4,5,"sometimes","ind","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,4,4,4,2,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,5,1,2,3,2,5,"5","5","2","5","2","3","3","3","2","1","2","4","3","2","1","2","4","5",21,NA,NA,"2-3","mid/high"
152,"woman",NA,"single","yes","Ursynów",3,"no","no","<=highschool+tech","STEM/med","fl_edu","no","no_job",NA,"<=med","<=med","high",0,3,"no_car","other","other","tv","pc","no_tablet","everyday","no_blog/web",1,5,4,4,1,4,4,5,5,4,3,3,4,4,2.98347107438017,6,3,4,"sometimes",4,3,2,4,6,5,7,5,5,5,3,"sometimes",5,7,5,7,5,3,5,7,5,3,70,"rarely",5,5,6,4,4,4,4,4.3785046728972,3.65714285714286,4.80568720379147,2.81034482758621,3.14792899408284,4.06572769953052,3.04210526315789,3.84976525821596,4.27272727272727,4.34517766497462,"everyday",4,4,4,4,4,2,4,4,2,4,5,5,6,7,"regularly","regularly","rarely","sometimes","sometimes","sometimes","rarely",3,3,"regularly","ind","hundreds","tens","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,4,2,2,4,0,0,0,0,0,2,3,2,3,0,3,3,3,0,3,0,3,4,3,4,1,2,3,2,2,4,3,4,"2","3","2","2","2","2","3","2","2","2","4","3","2","3","3","3","3","3",NA,NA,NA,"0-1","low"
153,"woman",1990,"nf_rel","yes","Ursynów",24,"no","no","BA","STEM/med","fl_edu","no","no_job",NA,"<=med","high","<=med",0,3,"no_car","other","family","tv","pc","no_tablet","everyday","no_blog/web",2,5,3,4,5,4,3,7,5,5,5,5,1.94240837696335,4.385,2.98347107438017,4.13812154696133,3.83854166666667,3.06382978723404,"often",5,6,6,6,7,5,3,6,7,6,15,"rarely",4,7,5,4,4,5,3,6,5,5,4,"sometimes",6,6,5,5,6,6,4,5,5,7,2.81034482758621,3.14792899408284,5,3.04210526315789,5,5,6,"not_everyday",3,7,5,3,3,6,3,5,4,5,5,3,6,7,"rarely","never","regularly","rarely","sometimes","rarely","never",2,2,"sometimes","ind","hundreds","tens","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,2,4,4,1,3,3,4,0,4,1,3,4,4,4,1,4,2,1,4,4,1,4,4,4,4,4,5,2,2,4,2,4,4,3,4,"3","4","1","2","3","3","2","4","3","3","3","1","2","3","3","4","2","2",24,NA,NA,"0-1","low"
154,"woman",1994,"nf_rel","yes","Ursynów",20,"no","no","<=highschool+tech","STEM/med","fl_edu","yes","flexible","office/service","high","high","high",1,4,"no_car","other","family","no_tv","pc","no_tablet","everyday","no_blog/web",1,4,3,3,7,3,2,7,4,5,6,3,1,3,2,2,5,3,"sometimes",3,5,5,3,5,2,4,7,5,4,7,"sometimes",4,6,5,3,6,3,2,7,5,3,15,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"everyday",4,4,3,5,5,4,4,5,5,3,6,2,5,6,"regularly","never","regularly","sometimes","rarely","sometimes","regularly",3,1,"regularly","rival","hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,3,4,3,3,0,2,4,4,0,3,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,1,2,4,3,4,3,3,3,"4","2","2","4","2","4","4","4","4","2","2","3","3","3","3","3","2","4",20,"cler_sup","low:phys/sale/serv/assoc_pro","1-2","low"
155,"man",1993,"single","yes","Białołęka",22,"no","yes","<=highschool+tech","STEM/med","fl_edu","no","no_job",NA,"<=med","<=med","<=med",NA,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",2,6,2,4,5,4,7,5,5,4,6,6,2,4,4,4,5,3,"rarely",5,4,4,4,6,4,5,4,5,4,4,"rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"often",5,5,5,4,4,4,4,3,3,6,4,3.14792899408284,4,3,3,3,4.34517766497462,"everyday",4,1,4,6,6,5,6,5,5,4,6,3,5,5,"rarely","rarely","rarely","rarely","rarely","rarely","never",2,1,"never",NA,"tens","few","few",1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,4,0,3,4,0,1,1,3,2,1,2,2,3,3,3,0,0,0,3,0,0,2,3,3,3,0,0,3,1,1,5,2,4,4,4,3,"3","3","4","1","2","2","1","3","5","4","1","2","3","3","3","4","1","3",21,NA,NA,NA,NA
156,"woman",1986,"single","yes","Praga Północ",10,"no","no","MA+","STEM/med","no_fl_edu","yes","full","high_serv","<=med","high","<=med",4,4,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,4.30769230769231,4.57004830917874,3.88942307692308,1.94240837696335,4.385,2.98347107438017,4.13812154696133,3.83854166666667,3.06382978723404,"sometimes",4,4,6,3,4,5,4,7,6,5,6,"often",3,3,4,5,5,2,3,7,5,5,50,"sometimes",6,6,4,4,6,6,1,5,4,4,2.81034482758621,3.14792899408284,4,3.04210526315789,5,4,4,"everyday",5,6,5,5,2,5,2,6,5,5,5,5,6,7,"regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly",4,4,"regularly","ind","hundreds","few","zero",1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,3,4,3,4,4,2,2,4,4,2,4,3,3,0,3,3,2,3,3,3,3,3,3,3,4,4,4,4,5,1,2,3,4,4,4,4,4,"2","2","1","2","4","5","3","1","4","3","5","3","2","5","4","4","2","3",28,"pro","high:mng/pro/self","4-5","mid/high"
157,"woman",1994,"single","yes","Bielany",22,"no","yes","BA","human/lang","fl_edu","no","no_job",NA,"<=med","high","high",2,3,"1car+","apartment","rent","tv","pc","no_tablet","everyday","no_blog/web",4,3,6,5,7,5,3,7,5,4,2,2,5,1,5,5,3,5,"often",5,6,5,6,7,2,3,6,2,6,8,"often",7,7,4,7,7,4,7,6,5,4,35,"often",7,7,4,5,5,5,2,2,5,4,4,6,1,6,2,2,2,"everyday",2,5,2,3,5,1,2,5,5,4,2,7,7,7,"regularly","rarely","sometimes","sometimes","sometimes","rarely","regularly",5,5,"regularly","rival","thousands","tens","few",1,0,1,1,0,1,0,0,1,0,0,1,1,1,3,2,2,3,3,4,4,2,2,2,NA,3,3,2,4,4,4,4,3,4,4,4,4,4,0,4,4,4,2,4,5,1,3,5,5,5,4,4,5,"2","2","2","5","3","5","4","5","5","4","2","2","1","4","3","4","1","2",20,NA,NA,"2-3","mid/high"
158,"woman",1995,"single","yes","Ursynów",1,"no","no","<=highschool+tech","law/biz/menag","fl_edu","no","no_job",NA,"<=med","<=med","don't_know",NA,4,"1car+","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",1,6,4,4,4,4,6,6,5,4,5,5,4,4,5,4,4,4,"sometimes",5,4,5,7,5,6,3,6,6,3,5,"sometimes",5,6,5,5,3,2,3,6,3,4,12,"sometimes",3,5,6,5,4,3,3,2,4,5,6,6,1,2,2,2,4,"everyday",4,2,3,2,2,6,1,5,1,4,3,5,6,6,"regularly","rarely","sometimes","rarely","sometimes","sometimes","never",2,2,"regularly","ind","tens","tens","few",1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,2,1,3,4,1,1,1,1,1,1,0,1,3,3,4,4,4,1,1,4,4,0,4,4,4,4,4,1,3,4,1,2,2,1,2,1,"2","4","1","1","1","4","2","2","3","1","3","4","2","2","1","2","2","4",19,NA,NA,NA,NA
159,"man",NA,"single","yes","Ochota",22,"no","yes","BA","human/lang","fl_edu","yes","flexible","serv/sales","high","<=med","don't_know",0,4,"no_car","apartment","own","tv","pc","no_tablet","everyday","no_blog/web",1,5,2,6,5,4,2,6,6,4,4,4,4,5,2.98347107438017,4.13812154696133,3.83854166666667,3.06382978723404,"sometimes",3,7,4,6,6,4,7,5,5,5,2,"often",5,7,4,6,5,3,6,4,6,3,30,"sometimes",6,7,4,2,2,2,2,6,3.65714285714286,4.80568720379147,2.81034482758621,3.14792899408284,4.06572769953052,3.04210526315789,2,4.27272727272727,5,"everyday",5,7,6,3,5,3,2,4,5,4,4,7,7,7,"regularly","rarely","sometimes","rarely","sometimes","rarely","never",1,1,"regularly","rival","thousands","tens","few",0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,2,4,0,4,4,1,0,2,4,4,2,4,1,3,3,2,4,2,3,3,3,3,4,2,3,4,0,0,0,2,1,3,4,1,3,3,4,4,"4","2","4","1","2","2","2","1","3","2","1","2","2","4","2","1","1","3",NA,"serv/sales","low:phys/sale/serv/assoc_pro","0-1","low"
160,"man",1988,"single","yes","Ursynów",27,"no","no","MA+","soc/beh","fl_edu","yes","flexible","science","high","high","high",1,4,"no_car","other","other","no_tv","pc","tablet","everyday","no_blog/web",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"often",2,5,3,4,6,1,1,5,4,6,10,"sometimes",2,7,5,3,3,3,1,4,6,4,20,"rarely",5,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,"not_everyday",4,4,4,4,4,1,1,3,2,NA,4,NA,4,4,"rarely","never","sometimes","rarely","rarely","never","rarely",3,1,"regularly","rival","thousands","few","few",1,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,2,3,3,2,2,2,0,4,3,0,3,0,3,4,4,4,4,4,2,4,4,4,3,4,4,4,0,3,5,1,1,5,1,5,5,5,4,"3","1","1","2","4","4","1","4","3","4","3","1","3","4","3","2","5","3",26,"pro","high:mng/pro/self","1-2","low"
161,"woman",1994,"single","yes","Praga Południe",2,"no","no","<=highschool+tech","law/biz/menag","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,2,"no_car","other","rent","tv","pc","no_tablet","everyday","no_blog/web",0,7,1,4,7,4,7,7,4,7,7,7,1,1,1,1,7,1,"often",1,7,7,7,7,7,4,1,7,1,5,"rarely",7,7,7,1,7,7,1,7,1,1,0,"rarely",1,7,7,7,7,4,7,4,4,4,4,4,7,4,4,4,4,"everyday",1,7,1,1,7,1,4,4,1,1,4,1,4,7,"rarely","never","rarely","rarely","sometimes","sometimes","never",1,1,"never",NA,"hundreds","hundreds","tens+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,2,0,3,0,4,0,4,0,4,4,0,4,0,4,4,4,0,4,4,4,4,4,5,2,2,2,1,5,1,3,3,"2","5","1","2","2","1","1","1","2","3","5","5","1","4","4","1","1","2",20,NA,NA,"0-1","low"
162,"man",1994,"single","yes","Śródmieście",2,"no","no","<=highschool+tech","STEM/med","fl_edu","yes","flexible","physical","<=med","<=med","<=med",1,2,"no_car","apartment","rent","no_tv","pc","no_tablet","everyday","no_blog/web",0,5,7,5,4,6,1,7,6,1,1,3,7,1,7,6,1,7,"sometimes",1,5,4,4,7,2,1,5,6,7,3,"often",5,7,2,1,3,1,1,3,3,4,6,"rarely",5,5,1,1,1,1,1,3,4,4,4,3,1,4,3,3,4,"everyday",1,6,1,6,6,1,7,3,7,1,5,1,3,6,"rarely","never","sometimes","rarely","rarely","sometimes","never",5,5,"regularly","ind","hundreds","few","few",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,4,4,1,3,1,3,1,3,2,1,4,3,4,0,4,3,4,3,4,2,4,3,0,4,4,2,3,3,2,2,4,2,3,2,"5","5","1","1","4","4","2","1","5","1","5","2","3","5","2","2","3","5",20,"serv/sales","low:phys/sale/serv/assoc_pro","1-2","low"
163,"woman",1990,"single","yes","Mokotów",1,"no","no","BA","law/biz/menag","fl_edu","no","no_job",NA,"<=med","<=med","<=med",0,3,"1car+","apartment","rent","tv","pc","tablet","everyday","no_blog/web",6,6,3,6,6,7,4,6,6,4,7,6,2,7,2.98347107438017,4,7,3,"often",3,6,3,3,1,6,3,7,7,3,4,"rarely",5,2,4,4,4,7,3,7,5,5,5,"often",5,6,6,4,7,7,5,6,6,7,6,6,7,3.04210526315789,6,6,7,"not_everyday",4,1,5,5,3,4,5,5,5,5,5,2,7,5,"rarely","never","regularly","rarely","rarely","sometimes","never",3,3,"sometimes","rival","tens","tens","zero",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,4,4,2,4,3,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,3,4,4,3,"5","2","4","2","3","4","1","1","5","2","5","1","2","5","3","5","2","2",24,NA,NA,"0-1","low"
164,"woman",1990,"single","yes","Mokotów",25,"no","no","BA","law/biz/menag","fl_edu","no","no_job",NA,"<=med","high","don't_know",0,4,"no_car","apartment","family","tv","pc","tablet","everyday","no_blog/web",6,4,3,4,6,4,4,6,6,4,4,2,2,4,2.98347107438017,4,4,1,"rarely",2,2,6,6,3,6,6,6,6,2,3,"often",2,2,4,4,6,1,2,7,5,5,15,"rarely",7,6,2,4,4,4,2,4,4,7,2.81034482758621,3.14792899408284,4,4,4,4,6,"not_everyday",4,4,4,2,2,4,2,4,4,4,6,4,4,4,"rarely","rarely","rarely","rarely","rarely","rarely","never",1,1,"sometimes","ind","hundreds","tens","zero",0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4,0,0,1,1,1,1,4,0,1,0,4,4,1,4,2,4,2,0,4,4,0,4,4,4,0,4,3,1,2,4,2,3,4,5,4,"4","3","1","2","2","4","3","4","3","2","2","3","3","4","4","4","2","3",24,NA,NA,"0-1","low"
